,DetectedCamera_Front,DetectedCamera_Left,DetectedCamera_Rear,DetectedCamera_Right,AngleOfSign,SignAspectRatio,SignWidth,SignHeight
12320,1.0,0.0,0.0,0.0,37,0.78,120,153
12321,1.0,0.0,0.0,0.0,23,0.87,90,104
12322,0.0,1.0,0.0,0.0,262,0.61,34,56
12323,0.0,0.0,0.0,1.0,64,0.57,95,168
12324,0.0,0.0,1.0,0.0,209,1.02,57,56
12325,0.0,0.0,1.0,0.0,202,1.06,37,35
12326,1.0,0.0,0.0,0.0,14,0.93,42,45
12327,0.0,0.0,0.0,1.0,107,0.61,45,74
12328,0.0,0.0,0.0,1.0,51,1.02,175,172
12329,0.0,0.0,0.0,1.0,66,0.74,139,188
12330,1.0,0.0,0.0,0.0,35,0.94,141,150
12331,0.0,1.0,0.0,0.0,236,0.92,90,98
12332,1.0,0.0,0.0,0.0,29,0.87,95,109
12333,0.0,0.0,0.0,1.0,54,0.88,125,142
12334,0.0,0.0,1.0,0.0,212,1.05,87,83
12335,1.0,0.0,0.0,0.0,18,0.82,63,77
12336,1.0,0.0,0.0,0.0,15,0.87,71,82
12337,0.0,0.0,1.0,0.0,207,0.88,73,83
12338,0.0,1.0,0.0,0.0,231,1.02,117,115
12339,1.0,0.0,0.0,0.0,18,0.97,101,104
12340,0.0,0.0,1.0,0.0,211,0.97,113,116
12341,0.0,0.0,1.0,0.0,209,0.87,46,53
12342,0.0,0.0,0.0,1.0,77,0.87,33,38
12343,0.0,1.0,0.0,0.0,253,0.6,62,103
12344,0.0,1.0,0.0,0.0,242,0.84,61,73
12345,1.0,0.0,0.0,0.0,16,0.82,89,109
12346,1.0,0.0,0.0,0.0,19,0.82,67,82
12347,0.0,0.0,0.0,1.0,75,0.47,92,195
12348,0.0,0.0,1.0,0.0,228,1.14,100,88
12349,0.0,0.0,0.0,1.0,76,0.4,43,108
12350,0.0,0.0,0.0,1.0,75,0.44,74,169
12351,1.0,0.0,0.0,0.0,357,0.82,49,60
12352,0.0,1.0,0.0,0.0,248,0.72,62,86
12353,0.0,0.0,0.0,1.0,56,0.93,109,117
12354,0.0,0.0,0.0,1.0,51,0.96,164,171
12355,0.0,0.0,1.0,0.0,228,0.88,90,102
12356,1.0,0.0,0.0,0.0,28,0.84,117,140
12357,0.0,0.0,0.0,1.0,73,0.6,94,156
12358,0.0,0.0,0.0,1.0,73,0.58,157,269
12359,1.0,0.0,0.0,0.0,29,0.92,155,169
12360,1.0,0.0,0.0,0.0,37,0.92,199,217
12361,0.0,1.0,0.0,0.0,252,0.61,27,44
12362,0.0,1.0,0.0,0.0,260,0.63,49,78
12363,0.0,0.0,0.0,1.0,49,1.09,173,159
12364,1.0,0.0,0.0,0.0,29,1.04,161,155
12365,1.0,0.0,0.0,0.0,19,0.96,71,74
12366,1.0,0.0,0.0,0.0,13,0.84,31,37
12367,0.0,1.0,0.0,0.0,251,0.5,59,119
12368,0.0,0.0,0.0,1.0,54,1.01,119,118
12369,1.0,0.0,0.0,0.0,24,1.0,81,81
12370,0.0,0.0,0.0,1.0,69,0.56,77,137
12371,0.0,0.0,1.0,0.0,201,0.93,43,46
12372,0.0,1.0,0.0,0.0,234,0.73,93,128
12373,0.0,1.0,0.0,0.0,250,0.52,37,71
12374,0.0,1.0,0.0,0.0,241,0.84,61,73
12375,0.0,1.0,0.0,0.0,225,1.27,89,70
12376,1.0,0.0,0.0,0.0,32,0.92,146,158
12377,1.0,0.0,0.0,0.0,25,0.93,95,102
12378,0.0,0.0,1.0,0.0,217,0.96,95,99
12379,1.0,0.0,0.0,0.0,20,0.94,81,86
12380,0.0,0.0,1.0,0.0,198,0.98,48,49
12381,1.0,0.0,0.0,0.0,21,0.9,64,71
12382,0.0,1.0,0.0,0.0,243,0.97,60,62
12383,1.0,0.0,0.0,0.0,19,0.96,78,81
12384,0.0,0.0,0.0,1.0,42,1.2,153,127
12385,0.0,1.0,0.0,0.0,242,0.87,69,79
12386,0.0,0.0,1.0,0.0,216,0.98,118,120
12387,0.0,1.0,0.0,0.0,244,0.87,104,120
12388,1.0,0.0,0.0,0.0,19,0.97,83,86
12389,0.0,0.0,0.0,1.0,61,0.89,176,198
12390,0.0,1.0,0.0,0.0,223,1.15,92,80
12391,0.0,0.0,1.0,0.0,215,0.89,63,71
12392,0.0,1.0,0.0,0.0,258,0.48,46,96
12393,0.0,0.0,0.0,1.0,53,0.92,94,102
12394,0.0,0.0,1.0,0.0,198,0.89,40,45
12395,1.0,0.0,0.0,0.0,24,0.9,108,120
12396,1.0,0.0,0.0,0.0,9,0.97,71,73
12397,0.0,1.0,0.0,0.0,249,0.65,44,68
12398,0.0,0.0,0.0,1.0,58,0.79,85,107
12399,0.0,0.0,0.0,1.0,65,0.79,176,223
12400,1.0,0.0,0.0,0.0,24,0.89,109,123
12401,0.0,0.0,1.0,0.0,211,0.93,54,58
12402,0.0,0.0,1.0,0.0,206,0.84,61,73
12403,0.0,0.0,1.0,0.0,200,1.1,87,79
12404,1.0,0.0,0.0,0.0,16,0.99,98,99
12405,1.0,0.0,0.0,0.0,17,0.89,116,130
12406,0.0,0.0,0.0,1.0,68,0.66,117,178
12407,1.0,0.0,0.0,0.0,330,0.51,54,106
12408,1.0,0.0,0.0,0.0,13,1.01,69,68
12409,0.0,0.0,1.0,0.0,203,0.88,38,43
12410,0.0,0.0,0.0,1.0,82,0.87,136,156
12411,0.0,1.0,0.0,0.0,268,1.27,52,41
12412,0.0,0.0,0.0,1.0,59,1.03,120,117
12413,0.0,0.0,0.0,1.0,86,0.87,33,38
12414,1.0,0.0,0.0,0.0,13,0.85,34,40
12415,0.0,0.0,0.0,1.0,51,0.96,176,183
12416,1.0,0.0,0.0,0.0,20,0.99,107,108
12417,0.0,0.0,1.0,0.0,200,0.86,71,83
12418,1.0,0.0,0.0,0.0,14,0.91,78,86
12419,1.0,0.0,0.0,0.0,18,0.92,73,79
12420,1.0,0.0,0.0,0.0,23,0.99,119,120
12421,0.0,0.0,1.0,0.0,205,0.85,55,65
12422,1.0,0.0,0.0,0.0,15,0.93,67,72
12423,1.0,0.0,0.0,0.0,19,0.95,72,76
12424,0.0,1.0,0.0,0.0,246,0.59,51,87
12425,1.0,0.0,0.0,0.0,17,0.91,60,66
12426,0.0,1.0,0.0,0.0,280,0.87,33,38
12427,0.0,1.0,0.0,0.0,252,0.45,40,89
12428,0.0,1.0,0.0,0.0,276,0.98,51,52
12429,0.0,0.0,0.0,1.0,59,0.73,124,171
12430,0.0,1.0,0.0,0.0,263,0.92,57,62
12431,0.0,1.0,0.0,0.0,240,0.81,55,68
12432,0.0,0.0,0.0,1.0,50,1.06,167,158
12433,0.0,0.0,0.0,1.0,54,1.03,132,128
12434,0.0,1.0,0.0,0.0,235,1.05,82,78
12435,1.0,0.0,0.0,0.0,20,0.88,75,85
12436,0.0,1.0,0.0,0.0,239,0.86,63,73
12437,0.0,0.0,0.0,1.0,45,1.12,171,153
12438,0.0,1.0,0.0,0.0,232,0.68,63,92
12439,0.0,1.0,0.0,0.0,248,0.69,84,122
12440,0.0,0.0,0.0,1.0,47,0.96,247,256
12441,0.0,1.0,0.0,0.0,295,1.09,38,35
12442,0.0,1.0,0.0,0.0,248,1.17,55,47
12443,1.0,0.0,0.0,0.0,17,0.84,59,70
12444,0.0,0.0,0.0,1.0,43,1.13,207,183
12445,1.0,0.0,0.0,0.0,35,1.02,125,123
12446,0.0,1.0,0.0,0.0,260,0.41,39,94
12447,0.0,1.0,0.0,0.0,246,0.6,80,133
12448,0.0,0.0,0.0,1.0,84,0.41,57,138
12449,1.0,0.0,0.0,0.0,26,0.97,88,91
12450,0.0,1.0,0.0,0.0,266,0.84,36,43
12451,1.0,0.0,0.0,0.0,19,0.93,77,83
12452,0.0,0.0,1.0,0.0,218,1.06,57,54
12453,1.0,0.0,0.0,0.0,29,1.04,201,193
12454,0.0,0.0,1.0,0.0,206,1.08,83,77
12455,1.0,0.0,0.0,0.0,22,1.04,87,84
12456,0.0,0.0,0.0,1.0,59,1.07,174,162
12457,0.0,0.0,0.0,1.0,55,0.98,127,129
12458,0.0,0.0,1.0,0.0,212,1.07,109,102
12459,0.0,0.0,0.0,1.0,49,1.22,168,138
12460,0.0,0.0,0.0,1.0,69,0.58,67,116
12461,0.0,1.0,0.0,0.0,245,0.64,68,107
12462,0.0,1.0,0.0,0.0,229,0.97,99,102
12463,0.0,0.0,1.0,0.0,203,0.87,53,61
12464,1.0,0.0,0.0,0.0,17,0.85,68,80
12465,0.0,1.0,0.0,0.0,233,1.29,141,109
12466,1.0,0.0,0.0,0.0,14,0.93,76,82
12467,0.0,1.0,0.0,0.0,255,0.59,51,86
12468,0.0,1.0,0.0,0.0,311,1.47,47,32
12469,0.0,0.0,0.0,1.0,57,0.81,180,222
12470,1.0,0.0,0.0,0.0,45,0.88,174,198
12471,0.0,1.0,0.0,0.0,239,0.97,90,93
12472,0.0,0.0,0.0,1.0,65,1.11,117,105
12473,1.0,0.0,0.0,0.0,9,0.6,30,50
12474,0.0,0.0,1.0,0.0,194,0.88,45,51
12475,0.0,1.0,0.0,0.0,247,0.57,83,145
12476,0.0,0.0,0.0,1.0,66,0.59,142,240
12477,0.0,1.0,0.0,0.0,240,0.73,85,117
12478,0.0,0.0,0.0,1.0,65,0.88,217,247
12479,1.0,0.0,0.0,0.0,20,1.01,108,107
12480,0.0,0.0,1.0,0.0,202,0.92,55,60
12481,0.0,1.0,0.0,0.0,234,0.89,108,122
12482,1.0,0.0,0.0,0.0,25,0.9,116,129
12483,0.0,0.0,0.0,1.0,135,1.64,54,33
12484,1.0,0.0,0.0,0.0,29,0.92,102,111
12485,0.0,1.0,0.0,0.0,256,0.58,34,59
12486,0.0,0.0,1.0,0.0,205,0.92,61,66
12487,0.0,0.0,1.0,0.0,208,0.9,79,88
12488,0.0,0.0,0.0,1.0,46,1.16,208,179
12489,0.0,1.0,0.0,0.0,232,1.02,92,90
12490,1.0,0.0,0.0,0.0,15,0.98,63,64
12491,0.0,0.0,0.0,1.0,54,0.96,165,172
12492,1.0,0.0,0.0,0.0,27,1.02,112,110
12493,1.0,0.0,0.0,0.0,38,0.99,210,213
12494,1.0,0.0,0.0,0.0,44,1.28,68,53
12495,0.0,1.0,0.0,0.0,225,1.45,139,96
12496,1.0,0.0,0.0,0.0,26,0.93,138,149
12497,0.0,1.0,0.0,0.0,229,0.91,69,76
12498,0.0,0.0,0.0,1.0,62,0.89,149,168
12499,0.0,1.0,0.0,0.0,244,0.77,77,100
12500,0.0,0.0,0.0,1.0,60,1.0,43,43
12501,0.0,1.0,0.0,0.0,243,0.58,72,125
12502,0.0,0.0,1.0,0.0,214,0.92,90,98
12503,0.0,1.0,0.0,0.0,244,0.7,99,141
12504,0.0,0.0,0.0,1.0,83,0.43,75,173
12505,1.0,0.0,0.0,0.0,24,1.01,83,82
12506,0.0,1.0,0.0,0.0,239,1.1,101,92
12507,1.0,0.0,0.0,0.0,17,0.89,98,110
12508,0.0,1.0,0.0,0.0,244,0.61,81,132
12509,1.0,0.0,0.0,0.0,28,1.06,88,83
12510,0.0,0.0,1.0,0.0,204,1.07,61,57
12511,1.0,0.0,0.0,0.0,25,1.1,161,146
12512,0.0,0.0,1.0,0.0,199,0.92,49,53
12513,1.0,0.0,0.0,0.0,17,0.85,70,82
12514,0.0,1.0,0.0,0.0,259,0.87,66,76
12515,1.0,0.0,0.0,0.0,350,0.69,49,71
12516,0.0,0.0,0.0,1.0,55,0.89,57,64
12517,1.0,0.0,0.0,0.0,22,1.04,98,94
12518,1.0,0.0,0.0,0.0,23,0.79,73,92
12519,1.0,0.0,0.0,0.0,22,0.79,71,90
12520,0.0,0.0,1.0,0.0,211,1.04,48,46
12521,0.0,1.0,0.0,0.0,256,0.46,45,97
12522,1.0,0.0,0.0,0.0,26,0.86,107,125
12523,0.0,0.0,1.0,0.0,216,0.8,77,96
12524,1.0,0.0,0.0,0.0,15,0.98,81,83
12525,0.0,0.0,1.0,0.0,204,0.82,61,74
12526,1.0,0.0,0.0,0.0,27,0.86,152,177
12527,0.0,0.0,1.0,0.0,194,0.7,31,44
12528,0.0,1.0,0.0,0.0,290,0.89,32,36
12529,0.0,0.0,0.0,1.0,75,0.5,107,215
12530,1.0,0.0,0.0,0.0,43,1.05,227,217
12531,0.0,0.0,1.0,0.0,205,0.99,85,86
12532,1.0,0.0,0.0,0.0,21,0.95,109,115
12533,0.0,0.0,1.0,0.0,219,1.25,137,110
12534,1.0,0.0,0.0,0.0,23,0.97,83,86
12535,0.0,1.0,0.0,0.0,245,0.69,59,86
12536,0.0,1.0,0.0,0.0,308,1.04,72,69
12537,0.0,0.0,0.0,1.0,66,0.7,143,203
12538,1.0,0.0,0.0,0.0,38,1.0,208,209
12539,0.0,0.0,1.0,0.0,214,0.82,84,103
12540,0.0,1.0,0.0,0.0,255,0.62,29,47
12541,0.0,0.0,1.0,0.0,204,0.85,46,54
12542,0.0,0.0,1.0,0.0,207,0.94,64,68
12543,0.0,0.0,0.0,1.0,63,0.86,76,88
12544,0.0,0.0,0.0,1.0,57,0.77,144,186
12545,1.0,0.0,0.0,0.0,27,1.04,122,117
12546,1.0,0.0,0.0,0.0,45,0.95,239,252
12547,1.0,0.0,0.0,0.0,23,0.89,81,91
12548,0.0,1.0,0.0,0.0,256,0.44,42,95
12549,1.0,0.0,0.0,0.0,19,0.98,61,62
12550,0.0,0.0,1.0,0.0,217,1.18,39,33
12551,1.0,0.0,0.0,0.0,31,0.94,158,168
12552,1.0,0.0,0.0,0.0,21,1.05,99,94
12553,0.0,1.0,0.0,0.0,245,0.76,59,78
12554,0.0,0.0,0.0,1.0,77,0.59,61,104
12555,0.0,0.0,0.0,1.0,63,0.91,151,166
12556,0.0,0.0,0.0,1.0,83,0.83,149,180
12557,0.0,1.0,0.0,0.0,276,0.45,39,86
12558,1.0,0.0,0.0,0.0,30,0.81,116,143
12559,0.0,1.0,0.0,0.0,257,0.39,44,114
12560,0.0,0.0,0.0,1.0,58,0.99,80,81
12561,0.0,1.0,0.0,0.0,260,0.51,43,84
12562,1.0,0.0,0.0,0.0,36,0.94,181,192
12563,0.0,1.0,0.0,0.0,244,0.78,77,99
12564,0.0,0.0,1.0,0.0,227,1.05,115,110
12565,0.0,0.0,0.0,1.0,89,0.97,33,34
12566,0.0,1.0,0.0,0.0,263,0.52,69,133
12567,1.0,0.0,0.0,0.0,41,1.13,162,143
12568,0.0,1.0,0.0,0.0,268,0.85,47,55
12569,0.0,0.0,0.0,1.0,48,1.12,136,121
12570,0.0,1.0,0.0,0.0,249,0.71,78,110
12571,0.0,1.0,0.0,0.0,225,1.38,130,94
12572,0.0,1.0,0.0,0.0,248,0.94,81,86
12573,0.0,0.0,0.0,1.0,65,0.7,161,230
12574,1.0,0.0,0.0,0.0,43,1.1,250,228
12575,0.0,1.0,0.0,0.0,247,0.71,69,97
12576,1.0,0.0,0.0,0.0,11,1.0,43,43
12577,0.0,1.0,0.0,0.0,247,0.55,62,113
12578,0.0,1.0,0.0,0.0,247,0.98,78,80
12579,0.0,1.0,0.0,0.0,254,0.73,36,49
12580,1.0,0.0,0.0,0.0,45,1.25,194,155
12581,0.0,1.0,0.0,0.0,247,0.76,112,148
12582,0.0,1.0,0.0,0.0,249,0.64,47,74
12583,0.0,0.0,0.0,1.0,69,0.74,125,169
12584,0.0,0.0,1.0,0.0,226,1.24,133,107
12585,0.0,0.0,0.0,1.0,78,0.52,65,124
12586,0.0,1.0,0.0,0.0,274,0.78,39,50
12587,0.0,0.0,0.0,1.0,58,0.96,132,137
12588,0.0,0.0,0.0,1.0,101,0.9,46,51
12589,0.0,1.0,0.0,0.0,233,1.48,65,44
12590,1.0,0.0,0.0,0.0,19,0.96,101,105
12591,1.0,0.0,0.0,0.0,12,0.86,30,35
12592,1.0,0.0,0.0,0.0,21,0.96,114,119
12593,0.0,0.0,0.0,1.0,76,0.5,52,105
12594,1.0,0.0,0.0,0.0,24,0.75,63,84
12595,0.0,0.0,0.0,1.0,78,0.37,63,170
12596,0.0,0.0,0.0,1.0,131,1.19,196,165
12597,0.0,0.0,0.0,1.0,79,0.39,83,213
12598,1.0,0.0,0.0,0.0,32,0.91,144,158
12599,0.0,0.0,1.0,0.0,217,0.86,71,83
12600,0.0,0.0,1.0,0.0,205,1.07,47,44
12601,0.0,0.0,0.0,1.0,61,0.8,153,191
12602,1.0,0.0,0.0,0.0,313,2.26,77,34
12603,0.0,1.0,0.0,0.0,243,0.76,64,84
12604,0.0,0.0,0.0,1.0,90,0.82,37,45
12605,0.0,1.0,0.0,0.0,286,1.0,33,33
12606,0.0,1.0,0.0,0.0,278,0.39,30,77
12607,0.0,1.0,0.0,0.0,240,0.86,96,112
12608,0.0,0.0,0.0,1.0,60,0.99,101,102
12609,0.0,0.0,0.0,1.0,54,0.87,178,205
12610,0.0,1.0,0.0,0.0,250,0.69,59,85
12611,0.0,1.0,0.0,0.0,248,0.63,59,93
12612,0.0,0.0,0.0,1.0,66,0.74,129,175
12613,1.0,0.0,0.0,0.0,31,1.1,118,107
12614,0.0,0.0,1.0,0.0,226,1.69,44,26
12615,0.0,1.0,0.0,0.0,248,0.75,68,91
12616,0.0,0.0,0.0,1.0,71,0.67,73,109
12617,0.0,1.0,0.0,0.0,257,0.5,39,78
12618,0.0,0.0,0.0,1.0,78,0.42,74,178
12619,0.0,0.0,0.0,1.0,55,0.9,108,120
12620,0.0,0.0,0.0,1.0,47,1.21,181,149
12621,0.0,1.0,0.0,0.0,247,0.8,67,84
12622,0.0,0.0,0.0,1.0,45,1.16,191,165
12623,0.0,1.0,0.0,0.0,254,0.79,57,72
12624,1.0,0.0,0.0,0.0,23,0.87,47,54
12625,0.0,1.0,0.0,0.0,246,0.71,72,101
12626,0.0,0.0,0.0,1.0,94,0.52,69,133
12627,0.0,1.0,0.0,0.0,267,0.65,53,81
12628,0.0,1.0,0.0,0.0,245,1.02,94,92
12629,0.0,0.0,0.0,1.0,68,0.68,123,180
12630,0.0,0.0,1.0,0.0,224,1.87,43,23
12631,0.0,0.0,0.0,1.0,67,0.71,112,158
12632,0.0,0.0,0.0,1.0,78,0.54,56,104
12633,0.0,1.0,0.0,0.0,297,1.08,39,36
12634,0.0,1.0,0.0,0.0,242,0.87,68,78
12635,1.0,0.0,0.0,0.0,22,1.03,78,76
12636,0.0,0.0,0.0,1.0,79,0.4,57,143
12637,0.0,1.0,0.0,0.0,303,0.78,46,59
12638,0.0,0.0,0.0,1.0,77,0.59,90,153
12639,0.0,0.0,0.0,1.0,72,0.57,103,181
12640,0.0,1.0,0.0,0.0,227,1.46,86,59
12641,0.0,0.0,1.0,0.0,220,1.03,104,101
12642,0.0,0.0,0.0,1.0,51,1.26,156,124
12643,0.0,0.0,0.0,1.0,71,0.76,138,181
12644,0.0,0.0,0.0,1.0,94,0.98,41,42
12645,0.0,0.0,1.0,0.0,225,1.11,90,81
12646,0.0,0.0,0.0,1.0,59,0.86,183,212
12647,0.0,0.0,1.0,0.0,215,1.18,94,80
12648,0.0,0.0,0.0,1.0,64,0.89,102,114
12649,0.0,0.0,0.0,1.0,70,0.67,100,149
12650,0.0,1.0,0.0,0.0,272,0.82,36,44
12651,1.0,0.0,0.0,0.0,28,1.07,101,94
12652,0.0,1.0,0.0,0.0,292,1.08,41,38
12653,0.0,0.0,0.0,1.0,61,0.84,114,135
12654,0.0,1.0,0.0,0.0,236,0.77,57,74
12655,0.0,0.0,0.0,1.0,76,0.47,80,171
12656,0.0,0.0,0.0,1.0,71,0.5,69,137
12657,1.0,0.0,0.0,0.0,325,1.02,45,44
12658,0.0,0.0,0.0,1.0,60,1.03,180,175
12659,1.0,0.0,0.0,0.0,317,1.15,45,39
12660,0.0,0.0,1.0,0.0,203,0.94,34,36
12661,0.0,0.0,1.0,0.0,228,0.9,100,111
12662,1.0,0.0,0.0,0.0,30,1.1,137,124
12663,0.0,0.0,0.0,1.0,83,0.68,86,127
12664,0.0,1.0,0.0,0.0,234,1.1,34,31
12665,0.0,0.0,1.0,0.0,208,1.14,41,36
12666,0.0,0.0,0.0,1.0,66,0.74,90,122
12667,1.0,0.0,0.0,0.0,24,1.02,179,176
12668,0.0,0.0,1.0,0.0,226,1.26,68,54
12669,1.0,0.0,0.0,0.0,13,0.97,70,72
12670,0.0,1.0,0.0,0.0,284,0.89,50,56
12671,0.0,0.0,1.0,0.0,220,1.11,51,46
12672,0.0,0.0,0.0,1.0,45,1.15,187,163
12673,1.0,0.0,0.0,0.0,31,1.08,96,89
12674,0.0,1.0,0.0,0.0,224,1.66,164,99
12675,0.0,0.0,0.0,1.0,44,1.24,151,122
12676,1.0,0.0,0.0,0.0,20,0.74,67,90
12677,0.0,0.0,0.0,1.0,65,0.84,94,112
12678,0.0,1.0,0.0,0.0,249,0.73,56,77
12679,1.0,0.0,0.0,0.0,32,0.94,118,125
12680,1.0,0.0,0.0,0.0,41,0.96,129,135
12681,0.0,0.0,0.0,1.0,51,0.93,211,228
12682,0.0,1.0,0.0,0.0,244,0.67,81,121
12683,0.0,1.0,0.0,0.0,244,0.64,46,72
12684,0.0,0.0,0.0,1.0,62,0.87,145,166
12685,0.0,0.0,0.0,1.0,71,0.95,36,38
12686,1.0,0.0,0.0,0.0,333,0.9,111,123
12687,1.0,0.0,0.0,0.0,28,1.08,99,92
12688,0.0,0.0,1.0,0.0,187,0.59,29,49
12689,1.0,0.0,0.0,0.0,9,0.76,50,66
12690,0.0,0.0,0.0,1.0,73,0.5,50,100
12691,0.0,1.0,0.0,0.0,242,0.82,61,74
12692,0.0,1.0,0.0,0.0,249,0.63,57,90
12693,0.0,0.0,0.0,1.0,79,0.7,113,161
12694,0.0,0.0,0.0,1.0,79,0.47,44,93
12695,0.0,0.0,0.0,1.0,57,1.05,195,186
12696,0.0,1.0,0.0,0.0,240,0.74,67,90
12697,0.0,1.0,0.0,0.0,247,0.45,47,105
12698,0.0,1.0,0.0,0.0,252,0.48,45,93
12699,0.0,0.0,0.0,1.0,77,0.86,166,194
12700,0.0,1.0,0.0,0.0,254,0.61,74,122
12701,0.0,0.0,1.0,0.0,217,0.95,140,147
12702,0.0,1.0,0.0,0.0,259,0.32,32,100
12703,0.0,0.0,0.0,1.0,76,1.01,98,97
12704,0.0,0.0,1.0,0.0,218,0.93,117,126
12705,0.0,0.0,0.0,1.0,54,0.92,152,166
12706,1.0,0.0,0.0,0.0,25,0.98,121,123
12707,0.0,1.0,0.0,0.0,283,0.85,35,41
12708,1.0,0.0,0.0,0.0,28,0.87,117,134
12709,0.0,1.0,0.0,0.0,241,0.67,56,83
12710,0.0,1.0,0.0,0.0,236,1.07,78,73
12711,0.0,0.0,0.0,1.0,44,1.18,190,161
12712,0.0,1.0,0.0,0.0,270,0.94,33,35
12713,1.0,0.0,0.0,0.0,21,0.9,82,91
12714,1.0,0.0,0.0,0.0,24,1.0,93,93
12715,1.0,0.0,0.0,0.0,28,0.86,110,128
12716,0.0,0.0,1.0,0.0,209,0.75,55,73
12717,0.0,1.0,0.0,0.0,232,1.0,89,89
12718,1.0,0.0,0.0,0.0,17,0.88,68,77
12719,0.0,0.0,0.0,1.0,69,0.97,56,58
12720,0.0,0.0,0.0,1.0,51,1.06,148,139
12721,0.0,1.0,0.0,0.0,237,0.99,67,68
12722,0.0,0.0,0.0,1.0,77,0.52,98,189
12723,0.0,0.0,0.0,1.0,71,0.48,76,157
12724,0.0,0.0,1.0,0.0,217,1.36,57,42
12725,1.0,0.0,0.0,0.0,43,0.89,141,158
12726,0.0,0.0,1.0,0.0,157,0.71,41,58
12727,1.0,0.0,0.0,0.0,36,1.06,149,140
12728,1.0,0.0,0.0,0.0,23,0.83,65,78
12729,0.0,0.0,0.0,1.0,67,0.61,104,171
12730,1.0,0.0,0.0,0.0,28,0.88,110,125
12731,1.0,0.0,0.0,0.0,17,0.84,61,73
12732,0.0,1.0,0.0,0.0,248,0.75,59,79
12733,0.0,0.0,0.0,1.0,75,0.68,46,68
12734,0.0,0.0,0.0,1.0,80,0.75,103,138
12735,0.0,0.0,1.0,0.0,206,1.09,36,33
12736,0.0,0.0,0.0,1.0,62,0.76,126,166
12737,1.0,0.0,0.0,0.0,22,0.92,110,120
12738,0.0,1.0,0.0,0.0,250,0.57,77,136
12739,1.0,0.0,0.0,0.0,32,0.98,98,100
12740,0.0,0.0,0.0,1.0,76,0.45,67,148
12741,0.0,0.0,0.0,1.0,53,1.05,174,166
12742,0.0,0.0,1.0,0.0,203,0.95,58,61
12743,0.0,1.0,0.0,0.0,252,0.66,37,56
12744,1.0,0.0,0.0,0.0,14,0.53,38,72
12745,0.0,0.0,0.0,1.0,77,0.5,91,182
12746,0.0,0.0,1.0,0.0,207,1.05,39,37
12747,1.0,0.0,0.0,0.0,340,0.72,53,74
12748,1.0,0.0,0.0,0.0,24,1.07,104,97
12749,0.0,0.0,1.0,0.0,199,0.6,46,77
12750,0.0,0.0,0.0,1.0,49,1.14,108,95
12751,1.0,0.0,0.0,0.0,22,1.0,63,63
12752,0.0,1.0,0.0,0.0,235,1.38,69,50
12753,0.0,1.0,0.0,0.0,255,0.39,46,117
12754,0.0,1.0,0.0,0.0,255,0.68,55,81
12755,0.0,0.0,0.0,1.0,73,0.46,71,154
12756,1.0,0.0,0.0,0.0,23,0.98,64,65
12757,0.0,1.0,0.0,0.0,222,0.91,102,112
12758,0.0,1.0,0.0,0.0,298,1.11,39,35
12759,0.0,0.0,0.0,1.0,111,1.02,50,49
12760,1.0,0.0,0.0,0.0,11,1.03,39,38
12761,0.0,0.0,1.0,0.0,196,0.98,45,46
12762,1.0,0.0,0.0,0.0,24,1.0,133,133
12763,0.0,0.0,1.0,0.0,195,0.82,54,66
12764,1.0,0.0,0.0,0.0,10,0.94,49,52
12765,0.0,0.0,0.0,1.0,63,0.57,104,184
12766,0.0,0.0,1.0,0.0,215,1.1,116,105
12767,0.0,1.0,0.0,0.0,266,0.42,47,112
12768,1.0,0.0,0.0,0.0,18,0.78,71,91
12769,1.0,0.0,0.0,0.0,48,0.94,65,69
12770,0.0,0.0,0.0,1.0,134,0.85,47,55
12771,1.0,0.0,0.0,0.0,39,1.02,179,176
12772,0.0,0.0,1.0,0.0,229,1.4,73,52
12773,0.0,1.0,0.0,0.0,308,0.92,119,130
12774,0.0,0.0,0.0,1.0,72,0.48,96,199
12775,1.0,0.0,0.0,0.0,22,0.84,68,81
12776,0.0,0.0,0.0,1.0,54,1.03,112,109
12777,0.0,0.0,1.0,0.0,212,1.09,70,64
12778,0.0,1.0,0.0,0.0,252,0.81,34,42
12779,0.0,0.0,1.0,0.0,216,1.23,43,35
12780,1.0,0.0,0.0,0.0,33,0.92,126,137
12781,0.0,0.0,0.0,1.0,100,0.28,44,157
12782,0.0,1.0,0.0,0.0,244,0.86,82,95
12783,0.0,0.0,1.0,0.0,131,1.38,51,37
12784,1.0,0.0,0.0,0.0,42,1.0,244,244
12785,0.0,0.0,0.0,1.0,67,0.82,117,143
12786,0.0,1.0,0.0,0.0,243,0.78,46,59
12787,0.0,0.0,0.0,1.0,45,1.21,137,113
12788,0.0,1.0,0.0,0.0,238,0.85,82,97
12789,0.0,0.0,0.0,1.0,45,1.1,207,189
12790,0.0,1.0,0.0,0.0,237,1.08,57,53
12791,0.0,1.0,0.0,0.0,300,0.64,101,159
12792,0.0,0.0,0.0,1.0,62,0.68,80,117
12793,0.0,0.0,0.0,1.0,76,0.42,37,88
12794,0.0,1.0,0.0,0.0,273,1.0,43,43
12795,0.0,1.0,0.0,0.0,247,0.57,46,81
12796,0.0,1.0,0.0,0.0,224,1.11,88,79
12797,1.0,0.0,0.0,0.0,24,0.81,80,99
12798,0.0,1.0,0.0,0.0,240,0.85,64,75
12799,1.0,0.0,0.0,0.0,28,0.92,87,95
